speed;angleToTrack;trackPos;lateralSpeed;RPM;gear_presente;trackEdge0;trackEdge1;trackEdge2;trackEdge3;trackEdge4;trackEdge5;trackEdge6;trackEdge7;trackEdge8;trackEdge9;trackEdge10;trackEdge11;trackEdge12;trackEdge13;trackEdge14;trackEdge15;trackEdge16;trackEdge17;trackEdge18;accelerate;brake;clutch;gear_futura;steering
0.0006;-0.0078;-0.3337;0.0017;5411.2700;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.4522;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;5472.9600;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.4953;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;5543.4900;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.5304;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;5621.8500;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.5600;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;5707.0800;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.5843;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;5798.5400;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6036;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;5895.6400;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6196;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;5997.7500;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6339;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6104.5000;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6451;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6215.7800;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6548;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6331.2200;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6624;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6450.6800;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6683;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6573.9100;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6738;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6700.7300;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6781;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6831.1500;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6815;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;6965.0500;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6842;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;7102.3300;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6871;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;7242.9300;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6909;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;7386.9800;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6954;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;7534.7800;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.6997;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;7686.6100;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7039;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;7842.5500;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7072;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;8002.7000;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7105;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;8166.9300;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7131;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;8335.3900;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7152;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;8508.0100;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7168;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;8684.7300;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7180;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;8865.5300;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7198;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;9050.4100;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7212;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;9239.6100;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7245;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;9433.1100;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7295;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;9629.4900;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7380;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;9827.0700;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7461;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;10026.9000;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7571;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;10229.0000;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.7764;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;10434.2000;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.8013;0.0000;0.0000;1;0.0000
0.0006;-0.0078;-0.3337;0.0017;10645.1000;0;7.3353;7.4377;7.7816;8.4256;9.4974;11.2676;14.3652;20.5607;36.7665;191.4090;23.5795;11.0664;7.4593;5.7657;4.8199;4.2529;3.9120;3.7268;3.6649;0.8283;0.0000;0.0000;1;0.0000
0.0004;-0.0084;-0.3337;-0.0224;11081.8000;0;7.3355;7.4371;7.7801;8.4229;9.4928;11.2598;14.3514;20.5302;36.6699;188.7510;23.6771;11.0849;7.4668;5.7696;4.8226;4.2543;3.9128;3.7273;3.6650;0.8621;0.0000;0.0000;1;0.0000
0.1460;-0.0084;-0.3337;-0.0100;5249.3600;1;7.3353;7.4371;7.7801;8.4231;9.4932;11.2603;14.3522;20.5316;36.6738;188.8660;23.6735;11.0840;7.4668;5.7694;4.8222;4.2543;3.9127;3.7272;3.6650;0.8882;0.0000;0.0000;1;0.0000
0.1432;-0.0085;-0.3337;0.0024;5264.2300;1;7.3355;7.4370;7.7799;8.4226;9.4925;11.2590;14.3497;20.5265;36.6573;188.4290;23.6896;11.0879;7.4678;5.7703;4.8228;4.2544;3.9128;3.7273;3.6650;0.9090;0.0000;0.0000;1;0.0000
0.1674;-0.0084;-0.3337;-0.0211;5235.9900;1;7.3353;7.4369;7.7800;8.4229;9.4927;11.2597;14.3506;20.5288;36.6641;188.6170;23.6824;11.0862;7.4675;5.7699;4.8228;4.2545;3.9128;3.7272;3.6650;0.9251;0.0000;0.0000;1;0.0000
0.8623;-0.0087;-0.3337;-0.0304;5235.9900;1;7.3355;7.4368;7.7792;8.4214;9.4906;11.2559;14.3437;20.5131;36.6138;187.2570;23.7348;11.0957;7.4712;5.7718;4.8235;4.2551;3.9132;3.7274;3.6649;0.4687;0.0000;0.0000;1;0.0000
1.6915;-0.0088;-0.3337;-0.0147;5235.9900;1;7.3357;7.4369;7.7794;8.4216;9.4904;11.2557;14.3426;20.5110;36.6056;187.0400;23.7428;11.0965;7.4716;5.7720;4.8236;4.2549;3.9130;3.7272;3.6648;0.2909;0.0000;0.0000;1;0.0000
2.2015;-0.0088;-0.3338;0.0060;5235.9900;1;7.3362;7.4373;7.7797;8.4219;9.4907;11.2558;14.3431;20.5110;36.6033;186.9810;23.7448;11.0959;7.4709;5.7715;4.8230;4.2545;3.9126;3.7268;3.6643;0.4398;0.0000;0.0000;1;0.0000
2.5244;-0.0088;-0.3338;-0.0060;5235.9900;1;7.3362;7.4375;7.7801;8.4221;9.4912;11.2565;14.3440;20.5124;36.6088;187.1580;23.7392;11.0939;7.4706;5.7709;4.8228;4.2542;3.9125;3.7267;3.6642;0.5589;0.0000;0.0000;1;0.0000
2.9126;-0.0088;-0.3338;0.0007;5235.9900;1;7.3359;7.4370;7.7797;8.4218;9.4906;11.2555;14.3428;20.5097;36.6025;187.0560;23.7472;11.0967;7.4711;5.7715;4.8233;4.2546;3.9128;3.7268;3.6644;0.6540;0.0000;0.0000;1;0.0000
3.4181;-0.0087;-0.3337;0.0097;5235.9900;1;7.3355;7.4367;7.7791;8.4213;9.4902;11.2554;14.3425;20.5105;36.6068;187.2900;23.7447;11.0963;7.4719;5.7722;4.8237;4.2552;3.9133;3.7275;3.6650;0.7303;0.0000;0.0000;1;0.0000
4.0155;-0.0088;-0.3335;0.0028;5235.9900;1;7.3348;7.4359;7.7782;8.4201;9.4888;11.2537;14.3397;20.5050;36.5919;187.0330;23.7634;11.1004;7.4742;5.7738;4.8251;4.2560;3.9141;3.7282;3.6657;0.7922;0.0000;0.0000;1;0.0000
4.6396;-0.0088;-0.3335;-0.0015;5235.9900;1;7.3344;7.4354;7.7778;8.4196;9.4881;11.2526;14.3386;20.5015;36.5837;186.9350;23.7739;11.1033;7.4753;5.7743;4.8255;4.2566;3.9146;3.7285;3.6661;0.8402;0.0000;0.0000;1;0.0000
5.4582;-0.0088;-0.3334;0.0009;5235.9900;1;7.3340;7.4352;7.7775;8.4195;9.4879;11.2524;14.3379;20.5015;36.5835;187.0740;23.7777;11.1039;7.4755;5.7749;4.8261;4.2569;3.9148;3.7289;3.6664;0.8773;0.0000;0.0000;1;0.0000
6.2156;-0.0088;-0.3334;0.0001;5235.9900;1;7.3341;7.4352;7.7774;8.4194;9.4876;11.2519;14.3373;20.5000;36.5794;187.0780;23.7828;11.1049;7.4761;5.7750;4.8261;4.2570;3.9149;3.7290;3.6664;0.9060;0.0000;0.0000;1;0.0000
6.9997;-0.0089;-0.3334;0.0012;5235.9900;1;7.3341;7.4352;7.7773;8.4190;9.4874;11.2513;14.3365;20.4977;36.5725;187.0050;23.7935;11.1059;7.4765;5.7753;4.8261;4.2570;3.9152;3.7289;3.6664;0.9280;0.0000;0.0000;1;0.0000
7.7966;-0.0089;-0.3334;0.0017;5235.9900;1;7.3341;7.4349;7.7772;8.4188;9.4870;11.2508;14.3356;20.4953;36.5644;186.9320;23.8034;11.1070;7.4768;5.7754;4.8263;4.2572;3.9150;3.7289;3.6665;0.9449;0.0000;0.0000;1;0.0000
8.6074;-0.0089;-0.3333;0.0016;5235.9900;1;7.3333;7.4342;7.7761;8.4176;9.4856;11.2490;14.3328;20.4901;36.5523;186.8420;23.8218;11.1109;7.4793;5.7773;4.8277;4.2584;3.9160;3.7297;3.6672;0.9579;0.0000;0.0000;1;0.0000
9.4281;-0.0090;-0.3331;0.0011;5235.9900;1;7.3323;7.4332;7.7750;8.4164;9.4842;11.2471;14.3301;20.4848;36.5404;186.7720;23.8394;11.1150;7.4817;5.7789;4.8290;4.2594;3.9170;3.7307;3.6681;0.9678;0.0000;0.0000;1;0.0000
10.2570;-0.0090;-0.3330;0.0005;5235.9900;1;7.3317;7.4325;7.7745;8.4156;9.4832;11.2458;14.3280;20.4801;36.5294;186.7170;23.8557;11.1183;7.4831;5.7799;4.8299;4.2601;3.9176;3.7313;3.6687;0.9754;0.0000;0.0000;1;0.0000
11.0919;-0.0090;-0.3329;0.0001;5235.9900;1;7.3312;7.4320;7.7741;8.4149;9.4824;11.2448;14.3259;20.4762;36.5182;186.6710;23.8717;11.1208;7.4849;5.7808;4.8305;4.2605;3.9182;3.7319;3.6692;0.9812;0.0000;0.0000;1;0.0000
11.9289;-0.0091;-0.3329;-0.0001;5235.9900;1;7.3309;7.4318;7.7737;8.4144;9.4817;11.2437;14.3239;20.4723;36.5079;186.6190;23.8885;11.1227;7.4859;5.7817;4.8312;4.2611;3.9183;3.7321;3.6696;0.9857;0.0000;0.0000;1;0.0000
12.7668;-0.0091;-0.3328;-0.0000;5235.9900;1;7.3308;7.4315;7.7733;8.4142;9.4811;11.2428;14.3229;20.4684;36.4973;186.5690;23.9044;11.1248;7.4866;5.7823;4.8314;4.2615;3.9187;3.7324;3.6697;0.9891;0.0000;0.0000;1;0.0000
13.6059;-0.0092;-0.3327;0.0000;5235.9900;1;7.3300;7.4305;7.7720;8.4126;9.4794;11.2405;14.3191;20.4620;36.4807;186.4900;23.9294;11.1302;7.4898;5.7840;4.8330;4.2626;3.9199;3.7334;3.6705;0.9916;0.0000;0.0000;1;0.0000
14.4471;-0.0092;-0.3325;0.0000;5235.9900;1;7.3287;7.4292;7.7707;8.4111;9.4776;11.2379;14.3158;20.4546;36.4637;186.4020;23.9567;11.1361;7.4927;5.7862;4.8348;4.2641;3.9210;3.7346;3.6716;0.9936;0.0000;0.0000;1;0.0000
15.3749;-0.0093;-0.3323;0.0000;5235.9900;1;7.3279;7.4281;7.7695;8.4097;9.4758;11.2357;14.3117;20.4472;36.4454;186.3130;23.9854;11.1409;7.4956;5.7881;4.8363;4.2655;3.9223;3.7357;3.6726;0.9951;0.0000;0.0000;1;0.0000
16.2210;-0.0093;-0.3321;0.0000;5235.9900;1;7.3269;7.4273;7.7685;8.4085;9.4744;11.2336;14.3084;20.4404;36.4278;186.2250;24.0123;11.1459;7.4981;5.7898;4.8375;4.2666;3.9232;3.7363;3.6735;0.9963;0.0000;0.0000;1;0.0000
17.0697;-0.0094;-0.3320;0.0000;5235.9900;1;7.3263;7.4267;7.7677;8.4076;9.4733;11.2319;14.3054;20.4340;36.4114;186.1380;24.0397;11.1498;7.5001;5.7912;4.8385;4.2674;3.9238;3.7372;3.6741;0.9972;0.0000;0.0000;1;0.0000
17.9209;-0.0094;-0.3319;0.0000;5235.9900;1;7.3261;7.4262;7.7672;8.4067;9.4721;11.2304;14.3026;20.4270;36.3944;186.0520;24.0669;11.1535;7.5019;5.7924;4.8393;4.2682;3.9244;3.7375;3.6744;0.9978;0.0000;0.0000;1;0.0000
18.7743;-0.0095;-0.3317;0.0000;5235.9900;1;7.3247;7.4247;7.7655;8.4050;9.4697;11.2274;14.2979;20.4185;36.3725;185.9410;24.1008;11.1605;7.5055;5.7949;4.8415;4.2695;3.9260;3.7389;3.6758;0.9983;0.0000;0.0000;1;0.0000
19.6295;-0.0096;-0.3315;0.0000;5235.9900;1;7.3234;7.4232;7.7638;8.4030;9.4675;11.2244;14.2929;20.4089;36.3515;185.8280;24.1369;11.1672;7.5094;5.7979;4.8436;4.2715;3.9274;3.7403;3.6773;0.9987;0.0000;0.0000;1;0.0000
20.4862;-0.0096;-0.3312;0.0000;5235.9900;1;7.3221;7.4219;7.7624;8.4011;9.4652;11.2210;14.2885;20.3992;36.3285;185.7110;24.1743;11.1742;7.5131;5.8001;4.8457;4.2732;3.9290;3.7417;3.6783;0.9990;0.0000;0.0000;1;0.0000
21.3441;-0.0097;-0.3310;0.0000;5407.0900;1;7.3210;7.4207;7.7610;8.3995;9.4630;11.2186;14.2841;20.3898;36.3055;185.5940;24.2113;11.1808;7.5167;5.8024;4.8473;4.2745;3.9302;3.7428;3.6794;0.9993;0.0000;0.0000;1;0.0000
22.2042;-0.0098;-0.3309;0.0000;5803.8600;1;7.3201;7.4197;7.7599;8.3981;9.4611;11.2156;14.2797;20.3806;36.2833;185.4790;24.2485;11.1870;7.5198;5.8046;4.8490;4.2760;3.9314;3.7440;3.6805;0.9994;0.0000;0.0000;1;0.0000
23.0695;-0.0099;-0.3307;0.0000;6409.2900;1;7.3193;7.4187;7.7587;8.3969;9.4594;11.2136;14.2757;20.3717;36.2607;185.3670;24.2840;11.1925;7.5225;5.8062;4.8503;4.2770;3.9324;3.7448;3.6813;0.9996;0.0000;0.0000;1;0.0000
23.9458;-0.0100;-0.3305;0.0000;7325.3600;1;7.3179;7.4172;7.7569;8.3946;9.4568;11.2098;14.2701;20.3606;36.2336;185.2330;24.3267;11.2004;7.5269;5.8095;4.8527;4.2788;3.9340;3.7462;3.6827;0.9997;0.0000;0.0000;1;0.0000
24.8434;-0.0101;-0.3301;0.0000;8585.4200;1;7.3162;7.4154;7.7550;8.3924;9.4540;11.2059;14.2643;20.3480;36.2065;185.0910;24.3715;11.2093;7.5314;5.8126;4.8551;4.2811;3.9359;3.7481;3.6843;0.9998;0.0000;0.0000;1;0.0000
25.7770;-0.0102;-0.3299;0.0001;10449.2000;1;7.3146;7.4137;7.7530;8.3900;9.4511;11.2017;14.2582;20.3354;36.1787;184.9510;24.4177;11.2182;7.5363;5.8159;4.8577;4.2831;3.9379;3.7498;3.6860;0.4999;0.0000;0.0000;1;0.0000
26.7331;-0.0103;-0.3296;0.0001;12362.8000;1;7.3131;7.4120;7.7510;8.3879;9.4482;11.1979;14.2525;20.3236;36.1498;184.8090;24.4642;11.2270;7.5409;5.8192;4.8602;4.2852;3.9396;3.7513;3.6875;0.3056;0.0000;0.0000;1;0.0000
27.6947;-0.0104;-0.3294;0.0001;11897.0000;1;7.3119;7.4106;7.7497;8.3861;9.4459;11.1945;14.2472;20.3115;36.1222;184.6680;24.5093;11.2346;7.5447;5.8217;4.8620;4.2869;3.9410;3.7526;3.6887;0.2282;0.0000;0.0000;1;0.0000
28.6600;-0.0105;-0.3291;0.0002;10628.9000;1;7.3106;7.4092;7.7478;8.3839;9.4432;11.1909;14.2412;20.2986;36.0923;184.5190;24.5586;11.2431;7.5494;5.8250;4.8642;4.2888;3.9426;3.7540;3.6901;0.1969;0.0000;0.0000;1;0.0000
29.5978;-0.0106;-0.3287;0.0002;9177.3100;1;7.3084;7.4069;7.7450;8.3809;9.4393;11.1857;14.2331;20.2830;36.0585;184.3480;24.6124;11.2552;7.5556;5.8294;4.8678;4.2918;3.9451;3.7564;3.6923;0.3686;0.0000;0.0000;1;0.0000
30.4954;-0.0107;-0.3284;0.0002;7717.0800;1;7.3064;7.4048;7.7427;8.3780;9.4357;11.1811;14.2260;20.2676;36.0256;184.1820;24.6671;11.2655;7.5617;5.8332;4.8710;4.2941;3.9474;3.7584;3.6942;0.5068;0.0000;0.0000;1;0.0000
31.3647;-0.0108;-0.3280;0.0002;6875.5100;1;7.3044;7.4025;7.7405;8.3752;9.4322;11.1762;14.2185;20.2524;35.9911;184.0090;24.7220;11.2765;7.5673;5.8372;4.8740;4.2967;3.9496;3.7605;3.6960;0.6167;0.0000;0.0000;1;0.0000
